DH0039,KH060,May nuoc nong,Dien lanh,3,14805436,44416308,2025-08-07 16:00:00,Da Nang,Tien mat
DH0040,KH366,Laptop Asus ROG,Dien thoai - Laptop,1,29697327,29697327,2025-01-27 22:00:00,Ho Chi Minh,Chuyen khoan
DH0041,KH075,MacBook Air M3,Dien thoai - Laptop,4,16715382,66861528,2025-07-25 22:00:00,Hanoi,Tien mat
DH0042,KH229,Laptop Asus ROG,Dien thoai - Laptop,1,30700195,30700195,2025-04-15 20:00:00,Hai Phong,Tien mat
DH0043,KH103,Tu lanh Samsung,Dien lanh,1,12041435,12041435,2025-04-10 02:00:00,Nha Trang,Chuyen khoan
DH0044,KH108,May chieu Mini,Thiet bi so,2,1124573,2249146,2025-08-01 23:00:00,Da Nang,Chuyen khoan
DH0045,KH006,May chieu Mini,Thiet bi so,3,284541,853623,2025-02-13 22:00:00,Da Nang,Vi dien tu
DH0046,KH208,May giat LG,Dien lanh,2,9412973,18825946,2025-05-14 13:00:00,Da Nang,Vi dien tu
DH0047,KH156,Noi com dien Cuckoo,Gia dung,2,2012491,4024982,2025-08-10 13:00:00,Nha Trang,The tin dung
DH0048,KH332,Lo vi song Sharp,Gia dung,3,1917070,5751210,2025-08-03 11:00:00,Ho Chi Minh,Chuyen khoan
DH0049,KH344,Noi chien khong dau,Gia dung,3,4503744,13511232,2025-08-21 11:00:00,Da Nang,Vi dien tu
DH0050,KH304,Tu lanh Samsung,Dien lanh,4,8087895,32351580,2025-02-01 08:00:00,Hanoi,Chuyen khoan
DH0051,KH271,Ban phim co,Phu kien,3,1211034,3633102,2025-06-14 16:00:00,Da Nang,Chuyen khoan
DH0052,KH143,Dieu hoa Daikin,Dien lanh,4,7721225,30884900,2025-02-11 23:00:00,Hanoi,The tin dung
DH0053,KH370,Dieu hoa Daikin,Dien lanh,1,8009541,8009541,2025-06-04 03:00:00,Nha Trang,The tin dung
DH0054,KH029,May chieu Mini,Thiet bi so,3,2738696,8216088,2025-08-07 14:00:00,Nha Trang,The tin dung
DH0055,KH333,MacBook Air M3,Dien thoai - Laptop,2,26897130,53794260,2025-06-27 10:00:00,Can Tho,Chuyen khoan
DH0056,KH253,Tu dong Sanaky,Dien lanh,4,7718877,30875508,2025-01-05 23:00:00,Can Tho,Chuyen khoan
DH0057,KH400,Loa Bluetooth JBL,Thiet bi so,1,993650,993650,2025-07-01 13:00:00,Hai Phong,Vi dien tu
DH0058,KH304,Sac du phong Anker,Phu kien,4,1742034,6968136,2025-07-30 18:00:00,Ho Chi Minh,Tien mat
DH0059,KH077,Lo vi song Sharp,Gia dung,1,3221772,3221772,2025-01-28 08:00:00,Can Tho,Chuyen khoan
DH0060,KH338,Tai nghe Sony WH,Thiet bi so,4,1129110,4516440,2025-06-04 06:00:00,Nha Trang,Vi dien tu
DH0061,KH228,Loa Bluetooth JBL,Thiet bi so,2,2488882,4977764,2025-12-29 16:00:00,Hanoi,The tin dung
DH0062,KH313,The nho 128GB,Phu kien,2,2789816,5579632,2025-11-23 00:00:00,Ho Chi Minh,The tin dung
DH0063,KH164,Tai nghe Sony WH,Thiet bi so,3,2534729,7604187,2025-11-16 14:00:00,Hai Phong,Chuyen khoan
DH0064,KH203,Cap sac nhanh,Phu kien,1,1853928,1853928,2025-06-27 03:00:00,Ho Chi Minh,Vi dien tu
DH0065,KH078,Dieu hoa Daikin,Dien lanh,2,13644967,27289934,2025-05-19 04:00:00,Nha Trang,The tin dung
DH0066,KH130,Laptop Asus ROG,Dien thoai - Laptop,4,27639852,110559408,2025-01-07 05:00:00,Can Tho,The tin dung
DH0067,KH248,May nuoc nong,Dien lanh,2,8356423,16712846,2025-07-17 07:00:00,Can Tho,The tin dung
DH0068,KH278,Cam hanh trinh,Thiet bi so,2,1246565,2493130,2025-05-07 11:00:00,Ho Chi Minh,The tin dung
DH0069,KH355,May chieu Mini,Thiet bi so,3,208061,624183,2025-11-16 01:00:00,Ho Chi Minh,Tien mat
DH0070,KH047,Cap sac nhanh,Phu kien,1,1478982,1478982,2025-11-16 02:00:00,Da Nang,Chuyen khoan
DH0071,KH168,Chuan tivi Xiaomi,Thiet bi so,3,2285066,6855198,2025-05-20 08:00:00,Can Tho,The tin dung
DH0072,KH204,iPad Pro,Dien thoai - Laptop,1,28110691,28110691,2025-09-17 22:00:00,Hai Phong,Chuyen khoan
DH0073,KH028,Cap sac nhanh,Phu kien,3,883362,2650086,2025-06-26 14:00:00,Can Tho,Tien mat
DH0074,KH279,iPad Pro,Dien thoai - Laptop,4,22833487,91333948,2025-02-19 05:00:00,Hanoi,Vi dien tu
DH0075,KH341,MacBook Air M3,Dien thoai - Laptop,1,20465015,20465015,2025-02-08 10:00:00,Hanoi,The tin dung
DH0076,KH020,iPad Pro,Dien thoai - Laptop,2,25457869,50915738,2025-04-22 22:00:00,Hanoi,Vi dien tu
DH0077,KH064,Loa Bluetooth JBL,Thiet bi so,1,800101,800101,2025-10-17 03:00:00,Nha Trang,Chuyen khoan
DH0078,KH351,Lo vi song Sharp,Gia dung,3,3565453,10696359,2025-10-02 00:00:00,Ho Chi Minh,Vi dien tu
DH0079,KH170,The nho 128GB,Phu kien,3,1016997,3050991,2025-06-08 18:00:00,Ho Chi Minh,Vi dien tu
DH0080,KH083,May chieu Mini,Thiet bi so,2,2399922,4799844,2025-08-18 16:00:00,Hai Phong,The tin dung
DH0081,KH261,May chieu Mini,Thiet bi so,3,1057563,3172689,2025-01-27 16:00:00,Nha Trang,The tin dung
DH0082,KH144,Chuot khong day Logitech,Phu kien,4,2085260,8341040,2025-09-05 05:00:00,Hanoi,Chuyen khoan
DH0083,KH162,Tu lanh Samsung,Dien lanh,4,16416454,65665816,2025-03-10 05:00:00,Can Tho,Tien mat
DH0084,KH189,Cap sac nhanh,Phu kien,4,2106969,8427876,2025-06-20 23:00:00,Hai Phong,Tien mat
DH0085,KH203,Tu dong Sanaky,Dien lanh,4,9973076,39892304,2025-05-30 12:00:00,Hanoi,The tin dung
DH0086,KH202,Samsung Galaxy S24,Dien thoai - Laptop,2,18358956,36717912,2025-04-27 16:00:00,Hai Phong,The tin dung
DH0087,KH101,Laptop Asus ROG,Dien thoai - Laptop,1,34505418,34505418,2025-04-30 14:00:00,Hanoi,The tin dung
DH0088,KH200,Laptop Asus ROG,Dien thoai - Laptop,2,17706950,35413900,2025-06-29 21:00:00,Hanoi,Vi dien tu
DH0089,KH349,Ban phim co,Phu kien,3,2202009,6606027,2025-10-02 13:00:00,Hai Phong,Chuyen khoan
DH0090,KH132,Loa Bluetooth JBL,Thiet bi so,2,2799239,5598478,2025-02-27 16:00:00,Ho Chi Minh,Tien mat
DH0091,KH248,May xay sinh to,Gia dung,4,4195145,16780580,2025-03-10 23:00:00,Nha Trang,The tin dung
DH0092,KH327,May nuoc nong,Dien lanh,1,9433384,9433384,2025-05-13 03:00:00,Da Nang,Tien mat
DH0093,KH129,Chuan tivi Xiaomi,Thiet bi so,2,692607,1385214,2025-10-10 16:00:00,Nha Trang,Chuyen khoan
DH0094,KH037,May giat LG,Dien lanh,1,10215016,10215016,2025-11-13 08:00:00,Ho Chi Minh,Chuyen khoan
DH0095,KH187,Laptop Asus ROG,Dien thoai - Laptop,1,16627580,16627580,2025-09-21 16:00:00,Ho Chi Minh,Tien mat
DH0096,KH359,Chuan tivi Xiaomi,Thiet bi so,2,2784096,5568192,2025-10-06 02:00:00,Hai Phong,Chuyen khoan
DH0097,KH378,Tu lanh Samsung,Dien lanh,4,7610536,30442144,2025-09-19 13:00:00,Can Tho,Vi dien tu
DH0098,KH195,MacBook Air M3,Dien thoai - Laptop,4,17965696,71862784,2025-06-22 02:00:00,Nha Trang,Vi dien tu
DH0099,KH145,iPhone 15,Dien thoai - Laptop,3,34916644,104749932,2025-03-31 17:00:00,Nha Trang,The tin dung
DH0100,KH127,May chieu Mini,Thiet bi so,3,476129,1428387,2025-02-20 05:00:00,Nha Trang,The tin dung
DH0101,KH240,Sac du phong Anker,Phu kien,1,2486710,2486710,2025-08-12 08:00:00,Nha Trang,Tien mat
DH0102,KH262,Loa Bluetooth JBL,Thiet bi so,2,347546,695092,2025-06-11 23:00:00,Hai Phong,Vi dien tu
DH0103,KH104,Tu lanh Samsung,Dien lanh,2,12202545,24405090,2025-06-21 05:00:00,Da Nang,The tin dung
DH0104,KH288,Cam hanh trinh,Thiet bi so,2,2642582,5285164,2025-03-14 21:00:00,Hai Phong,Vi dien tu
DH0105,KH360,Lo vi song Sharp,Gia dung,3,2963267,8889801,2025-10-15 20:00:00,Da Nang,Tien mat
DH0106,KH324,Chuot khong day Logitech,Phu kien,4,2562491,10249964,2025-07-05 22:00:00,Hanoi,Tien mat
DH0107,KH254,Tai nghe Sony WH,Thiet bi so,3,2810619,8431857,2025-05-13 10:00:00,Hai Phong,Chuyen khoan
DH0108,KH035,Cap sac nhanh,Phu kien,1,1346133,1346133,2025-05-23 06:00:00,Hai Phong,Vi dien tu
DH0109,KH070,May xay sinh to,Gia dung,1,3077969,3077969,2025-06-06 03:00:00,Nha Trang,Chuyen khoan
DH0110,KH365,Chuot khong day Logitech,Phu kien,2,778284,1556568,2025-06-21 08:00:00,Nha Trang,Vi dien tu
DH0111,KH350,The nho 128GB,Phu kien,3,2364380,7093140,2025-11-13 08:00:00,Hai Phong,The tin dung
DH0112,KH082,Tu lanh Samsung,Dien lanh,3,16000793,48002379,2025-01-29 03:00:00,Nha Trang,Chuyen khoan
DH0113,KH058,Tu dong Sanaky,Dien lanh,3,6498022,19494066,2025-08-22 11:00:00,Da Nang,Vi dien tu
DH0114,KH302,Tu lanh Samsung,Dien lanh,1,9898678,9898678,2025-06-29 17:00:00,Hai Phong,The tin dung
DH0115,KH236,Tai nghe Sony WH,Thiet bi so,3,2864214,8592642,2025-03-18 01:00:00,Nha Trang,Vi dien tu
DH0116,KH140,Loa Bluetooth JBL,Thiet bi so,3,702480,2107440,2025-12-23 20:00:00,Nha Trang,Vi dien tu
DH0117,KH295,Dieu hoa Daikin,Dien lanh,3,15759876,47279628,2025-02-28 03:00:00,Da Nang,The tin dung
DH0118,KH396,Chuan tivi Xiaomi,Thiet bi so,1,2652011,2652011,2025-07-31 21:00:00,Ho Chi Minh,The tin dung
DH0119,KH080,May xay sinh to,Gia dung,3,2578894,7736682,2025-05-06 08:00:00,Hai Phong,Vi dien tu
DH0120,KH193,Tu lanh Samsung,Dien lanh,3,13215118,39645354,2025-04-05 09:00:00,Hai Phong,Chuyen khoan
DH0121,KH063,May nuoc nong,Dien lanh,2,9949076,19898152,2025-01-05 07:00:00,Ho Chi Minh,Vi dien tu
DH0122,KH334,Cap sac nhanh,Phu kien,2,1393994,2787988,2025-06-30 19:00:00,Ho Chi Minh,The tin dung
DH0123,KH133,Cam hanh trinh,Thiet bi so,1,1214739,1214739,2025-08-26 03:00:00,Can Tho,Tien mat
DH0124,KH324,MacBook Air M3,Dien thoai - Laptop,2,17862120,35724240,2025-07-13 17:00:00,Ho Chi Minh,The tin dung
DH0125,KH161,Tu lanh Samsung,Dien lanh,3,8505045,25515135,2025-05-05 18:00:00,Nha Trang,Vi dien tu
DH0126,KH123,May giat LG,Dien lanh,3,13129050,39387150,2025-02-25 19:00:00,Nha Trang,The tin dung
DH0127,KH271,iPhone 15,Dien thoai - Laptop,2,17061218,34122436,2025-06-17 00:00:00,Ho Chi Minh,Vi dien tu
DH0128,KH374,MacBook Air M3,Dien thoai - Laptop,1,19984972,19984972,2025-09-27 03:00:00,Hanoi,Vi dien tu
DH0129,KH316,Loa Bluetooth JBL,Thiet bi so,3,802786,2408358,2025-10-08 12:00:00,Da Nang,Chuyen khoan
DH0130,KH046,May giat LG,Dien lanh,1,15997811,15997811,2025-09-06 09:00:00,Hanoi,Tien mat
DH0131,KH317,Laptop Asus ROG,Dien thoai - Laptop,3,17092033,51276099,2025-03-30 23:00:00,Ho Chi Minh,Vi dien tu
DH0132,KH074,Chuot khong day Logitech,Phu kien,1,1476643,1476643,2025-03-28 10:00:00,Ho Chi Minh,Vi dien tu
DH0133,KH072,May giat LG,Dien lanh,2,10209921,20419842,2025-09-21 07:00:00,Ho Chi Minh,Vi dien tu
DH0134,KH344,Cam hanh trinh,Thiet bi so,3,962691,2888073,2025-04-18 15:00:00,Hanoi,The tin dung
DH0135,KH343,Chuan tivi Xiaomi,Thiet bi so,2,1569470,3138940,2025-03-05 19:00:00,Ho Chi Minh,Tien mat
DH0136,KH050,Ban phim co,Phu kien,3,2061107,6183321,2025-03-27 16:00:00,Da Nang,Vi dien tu
DH0137,KH137,Tu lanh Samsung,Dien lanh,4,14612367,58449468,2025-04-02 01:00:00,Hanoi,Chuyen khoan
DH0138,KH330,Noi chien khong dau,Gia dung,2,4835136,9670272,2025-10-12 17:00:00,Ho Chi Minh,The tin dung
DH0139,KH026,Noi com dien Cuckoo,Gia dung,4,2400768,9603072,2025-10-27 10:00:00,Da Nang,Vi dien tu
DH0140,KH332,Loa Bluetooth JBL,Thiet bi so,1,1685287,1685287,2025-08-27 08:00:00,Da Nang,Chuyen khoan
DH0141,KH157,Samsung Galaxy S24,Dien thoai - Laptop,2,27241382,54482764,2025-09-24 23:00:00,Hanoi,Tien mat
DH0142,KH291,The nho 128GB,Phu kien,1,1451262,1451262,2025-03-31 00:00:00,Da Nang,The tin dung
DH0143,KH101,May giat LG,Dien lanh,1,7694825,7694825,2025-05-05 20:00:00,Hanoi,Vi dien tu
DH0144,KH218,MacBook Air M3,Dien thoai - Laptop,4,22559778,90239112,2025-09-07 20:00:00,Hai Phong,Vi dien tu
DH0145,KH373,May xay sinh to,Gia dung,1,2045281,2045281,2025-07-05 22:00:00,Hanoi,The tin dung
DH0146,KH193,Dieu hoa Daikin,Dien lanh,4,10384284,41537136,2025-03-06 12:00:00,Can Tho,Chuyen khoan
DH0147,KH390,May chieu Mini,Thiet bi so,4,902184,3608736,2025-01-20 22:00:00,Hanoi,The tin dung
DH0148,KH184,Sac du phong Anker,Phu kien,2,2928570,5857140,2025-01-03 12:00:00,Can Tho,Tien mat
DH0149,KH129,The nho 128GB,Phu kien,2,2291854,4583708,2025-03-26 02:00:00,Can Tho,The tin dung
DH0150,KH284,Tu dong Sanaky,Dien lanh,2,13398193,26796386,2025-10-01 07:00:00,Nha Trang,Vi dien tu
DH0151,KH309,Cap sac nhanh,Phu kien,4,1950198,7800792,2025-09-08 21:00:00,Ho Chi Minh,Vi dien tu
DH0152,KH291,The nho 128GB,Phu kien,3,2380631,7141893,2025-01-02 03:00:00,Hai Phong,Vi dien tu
DH0153,KH362,May hut bui Dyson,Gia dung,2,4804957,9609914,2025-08-04 05:00:00,Da Nang,Tien mat
DH0154,KH157,Ban phim co,Phu kien,3,1412290,4236870,2025-02-03 05:00:00,Hai Phong,The tin dung
DH0155,KH158,Chuot khong day Logitech,Phu kien,1,329312,329312,2025-06-22 05:00:00,Nha Trang,Tien mat
DH0156,KH170,Noi chien khong dau,Gia dung,4,2240925,8963700,2025-09-15 14:00:00,Ho Chi Minh,Vi dien tu
DH0157,KH289,May xay sinh to,Gia dung,1,1033327,1033327,2025-04-08 11:00:00,Da Nang,Chuyen khoan
DH0158,KH075,May chieu Mini,Thiet bi so,4,286139,1144556,2025-10-12 09:00:00,Hai Phong,The tin dung
DH0159,KH001,May giat LG,Dien lanh,2,10718934,21437868,2025-04-22 11:00:00,Hai Phong,Vi dien tu
DH0160,KH157,iPhone 15,Dien thoai - Laptop,3,21849549,65548647,2025-12-10 04:00:00,Hanoi,Tien mat
DH0161,KH396,May xay sinh to,Gia dung,4,1288054,5152216,2025-11-04 07:00:00,Hanoi,Vi dien tu
DH0162,KH322,May nuoc nong,Dien lanh,1,11723227,11723227,2025-08-01 02:00:00,Nha Trang,The tin dung
DH0163,KH055,Ban phim co,Phu kien,2,270647,541294,2025-03-06 18:00:00,Da Nang,Vi dien tu
DH0164,KH122,Cam hanh trinh,Thiet bi so,4,200521,802084,2025-01-03 04:00:00,Can Tho,Chuyen khoan
DH0165,KH087,May chieu Mini,Thiet bi so,4,2830493,11321972,2025-06-11 17:00:00,Da Nang,Tien mat
DH0166,KH033,Dieu hoa Daikin,Dien lanh,3,10065269,30195807,2025-07-23 03:00:00,Hanoi,Chuyen khoan
DH0167,KH201,Chuan tivi Xiaomi,Thiet bi so,1,1292477,1292477,2025-04-29 17:00:00,Can Tho,The tin dung
DH0168,KH394,Chuot khong day Logitech,Phu kien,2,2292173,4584346,2025-02-20 22:00:00,Hai Phong,Tien mat
DH0169,KH342,Samsung Galaxy S24,Dien thoai - Laptop,1,25210415,25210415,2025-09-17 21:00:00,Da Nang,Chuyen khoan
DH0170,KH071,The nho 128GB,Phu kien,1,2814600,2814600,2025-07-20 03:00:00,Da Nang,Vi dien tu
DH0171,KH022,Dieu hoa Daikin,Dien lanh,2,7215771,14431542,2025-11-18 20:00:00,Nha Trang,Tien mat
DH0172,KH346,Tu lanh Samsung,Dien lanh,2,8950388,17900776,2025-08-07 05:00:00,Hanoi,The tin dung
DH0173,KH291,MacBook Air M3,Dien thoai - Laptop,1,30699508,30699508,2025-12-17 11:00:00,Can Tho,The tin dung
DH0174,KH343,Chuot khong day Logitech,Phu kien,3,1325930,3977790,2025-12-03 08:00:00,Hanoi,Tien mat
DH0175,KH273,Chuan tivi Xiaomi,Thiet bi so,1,2897622,2897622,2025-09-24 03:00:00,Nha Trang,Chuyen khoan
DH0176,KH349,Ban phim co,Phu kien,3,2380789,7142367,2025-09-05 13:00:00,Ho Chi Minh,The tin dung
DH0177,KH107,Tu dong Sanaky,Dien lanh,1,10497551,10497551,2025-03-29 18:00:00,Can Tho,Tien mat
DH0178,KH374,Laptop Asus ROG,Dien thoai - Laptop,3,19378600,58135800,2025-06-25 19:00:00,Nha Trang,Vi dien tu
DH0179,KH194,Chuan tivi Xiaomi,Thiet bi so,2,708419,1416838,2025-08-05 23:00:00,Hai Phong,Vi dien tu
DH0180,KH165,Tu dong Sanaky,Dien lanh,1,12068535,12068535,2025-05-25 14:00:00,Ho Chi Minh,The tin dung
DH0181,KH346,May giat LG,Dien lanh,2,13593150,27186300,2025-03-05 10:00:00,Da Nang,Chuyen khoan
DH0182,KH273,Noi com dien Cuckoo,Gia dung,3,3493581,10480743,2025-08-01 16:00:00,Hanoi,The tin dung
DH0183,KH033,Lo vi song Sharp,Gia dung,3,1969836,5909508,2025-04-23 04:00:00,Da Nang,Vi dien tu
DH0184,KH123,Chuan tivi Xiaomi,Thiet bi so,1,2464201,2464201,2025-12-27 14:00:00,Can Tho,The tin dung
DH0185,KH167,iPad Pro,Dien thoai - Laptop,3,27210488,81631464,2025-12-31 16:00:00,Da Nang,Chuyen khoan
DH0186,KH276,Noi chien khong dau,Gia dung,4,1647643,6590572,2025-10-25 02:00:00,Nha Trang,The tin dung
DH0187,KH341,The nho 128GB,Phu kien,3,1023366,3070098,2025-11-01 02:00:00,Can Tho,The tin dung
DH0188,KH121,Chuan tivi Xiaomi,Thiet bi so,1,1161408,1161408,2025-12-23 03:00:00,Hai Phong,Tien mat
DH0189,KH388,May chieu Mini,Thiet bi so,4,1710776,6843104,2025-09-14 16:00:00,Nha Trang,Tien mat
DH0190,KH357,May nuoc nong,Dien lanh,1,11186089,11186089,2025-06-14 12:00:00,Hai Phong,Vi dien tu
DH0191,KH242,Dieu hoa Daikin,Dien lanh,1,13291547,13291547,2025-12-13 06:00:00,Hai Phong,Vi dien tu
DH0192,KH107,iPhone 15,Dien thoai - Laptop,3,25508695,76526085,2025-09-22 06:00:00,Hanoi,The tin dung
DH0193,KH253,Noi chien khong dau,Gia dung,4,1961985,7847940,2025-05-23 20:00:00,Hai Phong,Tien mat
DH0194,KH173,Lo vi song Sharp,Gia dung,1,4785002,4785002,2025-02-02 07:00:00,Nha Trang,Vi dien tu
DH0195,KH153,Samsung Galaxy S24,Dien thoai - Laptop,3,26360665,79081995,2025-04-21 20:00:00,Hai Phong,The tin dung
DH0196,KH085,Noi chien khong dau,Gia dung,2,2815365,5630730,2025-04-28 06:00:00,Ho Chi Minh,Vi dien tu
DH0197,KH022,MacBook Air M3,Dien thoai - Laptop,2,33706359,67412718,2025-01-20 20:00:00,Can Tho,Vi dien tu
DH0198,KH163,Lo vi song Sharp,Gia dung,1,3735376,3735376,2025-03-10 10:00:00,Nha Trang,Tien mat
DH0199,KH293,May hut bui Dyson,Gia dung,2,1220443,2440886,2025-12-16 23:00:00,Nha Trang,The tin dung
DH0200,KH371,May xay sinh to,Gia dung,3,2166357,6499071,2025-09-12 02:00:00,Nha Trang,The tin dung
DH0201,KH358,May xay sinh to,Gia dung,3,4818475,14455425,2025-09-10 20:00:00,Hai Phong,The tin dung
DH0202,KH015,The nho 128GB,Phu kien,2,2008841,4017682,2025-04-15 17:00:00,Ho Chi Minh,The tin dung
DH0203,KH103,Cap sac nhanh,Phu kien,2,888990,1777980,2025-10-12 07:00:00,Hanoi,Tien mat
DH0204,KH116,May giat LG,Dien lanh,4,8915295,35661180,2025-12-24 08:00:00,Da Nang,Chuyen khoan
DH0205,KH080,Tu dong Sanaky,Dien lanh,3,8653276,25959828,2025-09-17 09:00:00,Hai Phong,Chuyen khoan
DH0206,KH032,Tu dong Sanaky,Dien lanh,3,6231362,18694086,2025-05-24 21:00:00,Nha Trang,Tien mat
DH0207,KH252,Tu lanh Samsung,Dien lanh,1,17935269,17935269,2025-02-28 05:00:00,Nha Trang,Tien mat
DH0208,KH016,Lo vi song Sharp,Gia dung,4,2651694,10606776,2025-09-30 06:00:00,Can Tho,The tin dung
DH0209,KH122,Samsung Galaxy S24,Dien thoai - Laptop,1,21812007,21812007,2025-05-10 20:00:00,Nha Trang,The tin dung
DH0210,KH343,Dieu hoa Daikin,Dien lanh,1,10387419,10387419,2025-01-14 10:00:00,Hanoi,Tien mat
DH0211,KH197,Sac du phong Anker,Phu kien,1,2834083,2834083,2025-10-13 00:00:00,Hai Phong,Vi dien tu
DH0212,KH126,MacBook Air M3,Dien thoai - Laptop,4,20384128,81536512,2025-10-08 01:00:00,Ho Chi Minh,Tien mat
DH0213,KH254,Chuot khong day Logitech,Phu kien,3,2848212,8544636,2025-02-05 16:00:00,Can Tho,The tin dung
DH0214,KH381,May chieu Mini,Thiet bi so,1,2028115,2028115,2025-08-04 14:00:00,Da Nang,The tin dung
DH0215,KH173,Dieu hoa Daikin,Dien lanh,4,12274193,49096772,2025-02-19 07:00:00,Ho Chi Minh,The tin dung
DH0216,KH328,Loa Bluetooth JBL,Thiet bi so,2,1902913,3805826,2025-12-13 13:00:00,Nha Trang,Vi dien tu
DH0217,KH365,iPad Pro,Dien thoai - Laptop,4,18641181,74564724,2025-10-10 02:00:00,Hai Phong,Tien mat
DH0218,KH168,MacBook Air M3,Dien thoai - Laptop,3,18105681,54317043,2025-04-21 02:00:00,Ho Chi Minh,The tin dung
DH0219,KH385,Cap sac nhanh,Phu kien,1,2384088,2384088,2025-02-03 14:00:00,Hanoi,The tin dung
